Date,Open,Close
2023-06-26,288.7,278.47
2023-06-27,282.01,287.05
2023-06-28,284.82,285.29
2023-06-29,284.5,281.53
2023-06-30,284.76,286.98
2023-07-03,286.7,286.02
2023-07-05,287.65,294.37
2023-07-06,295.885,291.99
2023-07-07,292.18,290.53
2023-07-10,295.55,294.1
2023-07-11,293.9,298.29
2023-07-12,301.745,309.34
2023-07-13,313.62,313.41
2023-07-14,311.79,308.87
2023-07-17,307.54,310.62
2023-07-18,310.875,312.05
2023-07-19,313.03,316.01
2023-07-20,313.5,302.52
2023-07-21,304.57,294.26
2023-07-24,295.78,291.61
2023-07-25,295.19,294.47
2023-07-26,301.19,298.57
2023-07-27,325.12,311.71
2023-07-28,316.875,325.48
2023-07-31,323.69,318.6
2023-08-01,317.535,322.71
