Date,Open,Close
2022-11-25,93.79,93.41
2022-11-28,93.93,93.95
2022-11-29,94.04,92.42
2022-11-30,92.47,96.54
2022-12-01,96.99,95.5
2022-12-02,94.475,94.13
2022-12-05,93.05,91.01
2022-12-06,90.5,88.25
2022-12-07,88.34,88.46
2022-12-08,89.24,90.35
2022-12-09,88.9,89.09
2022-12-12,89.21,90.55
2022-12-13,95.23,92.49
2022-12-14,92.502,91.58
2022-12-15,89.89,88.45
2022-12-16,88.265,87.86
2022-12-19,87.51,84.92
2022-12-20,85.33,85.19
2022-12-21,86.175,86.77
2022-12-22,85.52,83.79
2022-12-23,83.25,85.25
2022-12-27,84.97,83.04
2022-12-28,82.8,81.82
2022-12-29,82.87,84.18
2022-12-30,83.12,84.0
2023-01-03,85.46,85.82
2023-01-04,86.55,85.14
2023-01-05,85.33,83.12
2023-01-06,83.03,86.08
2023-01-09,87.46,87.36
2023-01-10,87.57,89.87
2023-01-11,90.93,95.09
2023-01-12,96.93,95.27
2023-01-13,94.18,98.12
2023-01-17,98.68,96.05
2023-01-18,97.25,95.46
2023-01-19,94.74,93.68
2023-01-20,93.86,97.25
2023-01-23,97.56,97.52
2023-01-24,96.93,96.32
2023-01-25,92.56,97.18
2023-01-26,98.235,99.22
2023-01-27,99.53,102.24
2023-01-30,101.09,100.55
2023-01-31,101.155,103.13
2023-02-01,102.53,105.15
2023-02-02,110.245,112.91
2023-02-03,105.26,103.39
2023-02-06,102.925,102.18
2023-02-07,101.17,102.11
2023-02-08,102.04,100.05
2023-02-09,101.32,98.24
2023-02-10,97.56,97.61
2023-02-13,97.85,99.54
2023-02-14,98.41,99.7
2023-02-15,99.09,101.16
2023-02-16,99.21,98.15
2023-02-17,97.8,97.2
2023-02-21,95.335,94.58
2023-02-22,95.1,95.79
2023-02-23,96.12,95.82
2023-02-24,93.53,93.5
2023-02-27,94.28,93.76
2023-02-28,93.14,94.23
2023-03-01,93.87,92.17
2023-03-02,91.41,92.13
2023-03-03,92.74,94.9
2023-03-06,95.19,93.75
2023-03-07,94.06,93.55
2023-03-08,93.6,93.92
2023-03-09,93.68,92.25
2023-03-10,92.67,90.73
2023-03-13,89.97,92.43
2023-03-14,93.83,94.88
2023-03-15,93.22,96.2
2023-03-16,95.75,100.04
2023-03-17,99.79,98.95
2023-03-20,98.41,97.71
2023-03-21,98.14,100.61
2023-03-22,100.45,98.7
2023-03-23,100.43,98.71
2023-03-24,98.065,98.13
2023-03-27,99.07,98.04
2023-03-28,98.11,97.24
2023-03-29,98.69,100.25
2023-03-30,101.55,102.0
2023-03-31,102.16,103.29
2023-04-03,102.3,102.41
2023-04-04,102.75,103.95
2023-04-05,103.91,101.1
2023-04-06,100.75,102.06
2023-04-10,100.96,102.17
2023-04-11,100.8,99.92
2023-04-12,100.4,97.83
2023-04-13,98.95,102.4
2023-04-14,102.07,102.51
2023-04-17,103.16,102.74
2023-04-18,103.95,102.3
2023-04-19,101.58,104.3
2023-04-20,103.53,103.81
2023-04-21,106.1,106.96
2023-04-24,107.655,106.21
2023-04-25,104.91,102.57
2023-04-26,105.04,104.98
2023-04-27,108.16,109.82
2023-04-28,107.73,105.45
2023-05-01,104.95,102.05
2023-05-02,101.47,103.63
2023-05-03,103.735,103.65
2023-05-04,104.04,104.0
2023-05-05,104.27,105.655
2023-05-08,105.04,105.83
2023-05-09,105.48,106.62
2023-05-10,108.1,110.19
2023-05-11,111.03,112.18
2023-05-12,112.16,110.26
2023-05-15,111.15,111.2
2023-05-16,111.05,113.4
2023-05-17,114.89,115.5
2023-05-18,116.69,118.15
2023-05-19,118.16,116.25
2023-05-22,116.77,115.01
2023-05-23,114.27,114.99
2023-05-24,115.35,116.75
2023-05-25,116.63,115.0
2023-05-26,116.04,120.11
2023-05-30,122.37,121.66
2023-05-31,121.45,120.58
2023-06-01,120.69,122.77
2023-06-02,124.92,124.25
2023-06-05,123.36,125.3
2023-06-06,125.07,126.61
2023-06-07,127.01,121.23
2023-06-08,123.01,124.25
2023-06-09,124.08,123.43
2023-06-12,124.02,126.57
2023-06-13,128.12,126.66
2023-06-14,126.7,126.42
2023-06-15,125.21,127.11
2023-06-16,127.71,125.49
2023-06-20,124.97,125.78
2023-06-21,125.64,124.83
2023-06-22,125.31,130.15
2023-06-23,129.11,129.33
2023-06-26,129.33,127.33
2023-06-27,128.63,129.18
2023-06-28,128.94,129.04
2023-06-29,128.77,127.9
2023-06-30,129.47,130.36
2023-07-03,130.82,130.22
2023-07-05,130.24,130.38
2023-07-06,128.25,128.36
2023-07-07,128.59,129.78
2023-07-10,129.07,127.13
2023-07-11,127.75,128.78
2023-07-12,130.31,130.8
2023-07-13,134.04,134.3
2023-07-14,134.06,134.68
2023-07-17,134.56,133.56
2023-07-18,132.71,132.83
2023-07-19,133.39,135.36
2023-07-20,134.07,129.96
2023-07-21,131.34,130.0
2023-07-24,130.305,128.8
2023-07-25,129.31,129.13
2023-07-26,126.51,128.15
2023-07-27,131.0,128.25
2023-07-28,129.69,132.21
2023-07-31,133.2,133.68
2023-08-01,133.55,131.69
2023-08-02,130.154,128.21
2023-08-03,127.48,128.91
2023-08-04,141.06,139.57
2023-08-07,140.99,142.22
2023-08-08,140.62,139.94
2023-08-09,139.97,137.85
2023-08-10,139.075,138.56
2023-08-11,137.4,138.41
2023-08-14,138.3,140.57
2023-08-15,140.05,137.67
2023-08-16,137.19,135.07
2023-08-17,135.46,133.98
2023-08-18,131.62,133.22
2023-08-21,133.74,134.68
2023-08-22,135.08,134.25
2023-08-23,134.5,135.52
2023-08-24,136.4,131.84
2023-08-25,132.47,133.26
2023-08-28,133.78,133.14
2023-08-29,133.38,134.91
