Date,Open,Close
2023-06-16,351.32,342.33
2023-06-20,339.31,338.05
2023-06-21,336.37,333.56
2023-06-22,334.12,339.71
2023-06-23,334.36,335.02
2023-06-26,333.72,328.6
2023-06-27,331.86,334.57
2023-06-28,334.66,335.85
2023-06-29,334.71,335.05
2023-06-30,337.75,340.54
2023-07-03,339.19,337.99
2023-07-05,335.09,338.15
2023-07-06,337.3,341.27
2023-07-07,339.32,337.22
2023-07-10,334.6,331.83
2023-07-11,331.06,332.47
2023-07-12,336.6,337.2
2023-07-13,339.56,342.66
2023-07-14,347.59,345.24
2023-07-17,345.678,345.73
2023-07-18,345.83,359.49
2023-07-19,361.75,355.08
2023-07-20,353.57,346.87
2023-07-21,349.15,343.77
2023-07-24,345.85,345.11
2023-07-25,347.11,350.98
2023-07-26,341.44,337.77
2023-07-27,340.48,330.72
2023-07-28,333.67,338.37
2023-07-31,336.92,335.92
2023-08-01,335.19,336.34
